Ingredient,Substitute 1,Substitute 2,Calories,Protein (g),Fat (g),Carbs (g),Sugar (g),Sodium (mg),Cholesterol (mg)
"CHICKEN,BROILER OR FRYER,MEAT&SKN&GIBLETS&NECK,FRIED,BATTER","CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,FRIED,BATTER","CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,FRIED,BATTER",291.0,22.84,17.53,9.03,12.175499856774563,284.0,103.0
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,FRIED,FLR","CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,FRIED,FLR","CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,FRIED,FLR",272.0,28.57,15.27,3.27,12.175499856774563,86.0,112.0
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,RSTD","CHICKEN,BROILERS OR FRYERS,NECK,MEAT ONLY,CKD,FRIED","TURKEY,ALL CLASSES,BACK,MEAT&SKN,CKD,RSTD",234.0,26.78,13.27,0.06,12.175499856774563,79.0,107.0
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,STWD","CHICKEN,ROASTING,MEAT&SKN&GIBLETS&NECK,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,RSTD",216.0,24.49,12.37,0.06,12.175499856774563,66.0,97.0
"CHICKEN,BROILERS OR FRYERS,MEAT & SKN,RAW","CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,RAW","CHICKEN,CAPONS,MEAT&SKN,RAW",215.0,18.6,15.06,28.47822187560928,12.175499856774563,70.0,75.0
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,FRIED,BATTER","CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,FRIED,BATTER","CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,FRIED,BATTER",289.0,22.54,17.35,9.42,12.175499856774563,292.0,87.0
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,FRIED,FLR","CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,FRIED,FLR","CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,FRIED,FLR",269.0,28.56,14.92,3.15,12.175499856774563,84.0,90.0
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,RSTD","TURKEY,YOUNG HEN,DK MEAT,MEAT&SKN,CKD,RSTD","TURKEY,YOUNG TOM,BACK,MEAT&SKN,CKD,RSTD",239.0,27.3,13.6,28.47822187560928,12.175499856774563,82.0,88.0
"CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,STWD","CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,STWD","CHICKEN,ROASTING,MEAT&SKN,CKD,RSTD",219.0,24.68,12.56,28.47822187560928,12.175499856774563,67.0,78.0
"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,RAW","TURKEY,YOUNG TOM,MEAT ONLY,RAW","OSTRICH,OYSTER,RAW",119.0,21.39,3.08,28.47822187560928,12.175499856774563,77.0,70.0
"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,CKD,FRIED","CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,FRIED,FLR","CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,FRIED,FLR",219.0,30.57,9.12,1.69,12.175499856774563,91.0,94.0
"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,RSTD","TURKEY,YOUNG TOM,DK MEAT,MEAT ONLY,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT ONLY,CKD,FRIED",190.0,28.93,7.41,28.47822187560928,12.175499856774563,86.0,89.0
"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,STWD","CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT ONLY,CKD,STWD","CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,CKD,STWD",177.0,27.29,6.71,28.47822187560928,12.175499856774563,70.0,83.0
"CHICKEN,BROILERS OR FRYERS,SKN ONLY,RAW","TURKEY,YOUNG TOM,SKN ONLY,RAW","CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,RAW",349.0,13.33,32.35,28.47822187560928,12.175499856774563,63.0,109.0
"CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,FRIED,BATTER","DUCK,DOMESTICATED,MEAT&SKN,RAW","TURKEY,YOUNG TOM,SKN ONLY,RAW",394.0,10.32,28.83,23.15,12.175499856774563,581.0,74.0
"CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,FRIED,FLR","TURKEY,ALL CLASSES,SKN ONLY,CKD,RSTD","CHEESE,CHESHIRE",502.0,19.09,42.58,9.34,12.175499856774563,53.0,73.0
"CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,RSTD","TURKEY,YOUNG HEN,SKN ONLY,CKD,RSTD","TURKEY,YOUNG TOM,SKN ONLY,CKD,RSTD",454.0,20.36,40.68,28.47822187560928,12.175499856774563,65.0,83.0
"CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,STWD","GOOSE,DOMESTICATED,MEAT&SKN,RAW","CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,RAW",363.0,15.22,33.04,28.47822187560928,12.175499856774563,56.0,63.0
"CHICKEN,BROILERS OR FRYERS,GIBLETS,RAW","CHICKEN,ROASTING,GIBLETS,RAW","TURKEY,ALL CLASSES,GIBLETS,RAW",124.0,17.88,4.47,1.8,12.175499856774563,77.0,262.0
"CHICKEN,BROILERS OR FRYERS,GIBLETS,CKD,FRIED","CHICKEN,CAPONS,GIBLETS,CKD,SIMMRD","CHICKEN,ROASTING,GIBLETS,CKD,SIMMRD",277.0,32.54,13.46,4.35,12.175499856774563,113.0,446.0
"CHICKEN,BROILERS OR FRYERS,GIBLETS,CKD,SIMMRD","CHICKEN,GIZZARD,ALL CLASSES,CKD,SIMMRD","CHICKEN,GIZZARD,ALL CLASSES,RAW",157.0,27.15,4.5,28.47822187560928,12.175499856774563,67.0,442.0
"CHICKEN,GIZZARD,ALL CLASSES,RAW","TURKEY,GIZZARD,ALL CLASSES,RAW","CHICKEN,BROILERS OR FRYERS,DK MEAT,DRUMSTK,MEAT ONLY,CKD,RST",94.0,17.66,2.06,28.47822187560928,12.175499856774563,69.0,240.0
"CHICKEN,GIZZARD,ALL CLASSES,CKD,SIMMRD","CHICKEN,BROILERS OR FRYERS,GIBLETS,CKD,SIMMRD","CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT ONLY,CKD,ROTISSERIE,",154.0,30.39,2.68,28.47822187560928,12.175499856774563,56.0,370.0
"CHICKEN,HEART,ALL CLASSES,RAW","TURKEY,HEART,ALL CLASSES,RAW","CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,RAW",153.0,15.55,9.33,0.71,12.175499856774563,74.0,136.0
"CHICKEN,HEART,ALL CLASSES,CKD,SIMMRD","TURKEY,GIZZARD,ALL CLASSES,CKD,SIMMRD","TURKEY,ALL CLASSES,GIBLETS,CKD,SIMMRD,SOME GIBLET FAT",185.0,26.41,7.92,0.1,12.175499856774563,48.0,242.0
"CHICKEN,LIVER,ALL CLASSES,RAW","CHICKEN,CAPONS,GIBLETS,RAW","TURKEY,ALL CLASSES,GIBLETS,RAW",119.0,16.92,4.83,0.73,12.175499856774563,71.0,345.0
"CHICKEN,LIVER,ALL CLASSES,CKD,SIMMRD","CHICKEN,LIVER,ALL CLASSES,CKD,PAN-FRIED","DUCK,DOMESTICATED,LIVER,RAW",167.0,24.46,6.51,0.87,12.175499856774563,76.0,563.0
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT & SKN,RAW","TURKEY,YOUNG TOM,WING,MEAT&SKN,RAW","TURKEY,ALL CLASSES,WING,MEAT&SKN,RAW",186.0,20.27,11.07,28.47822187560928,12.175499856774563,65.0,67.0
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,FRIED,BATTER","CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,FRIED,BATTER","CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,FRIED,BATTER",277.0,23.55,15.44,9.5,12.175499856774563,287.0,84.0
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,FRIED,FLR","CHICKEN,BROILERS OR FRYERS,MEAT ONLY,CKD,FRIED","CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT ONLY,CKD,FRIED",246.0,30.45,12.09,1.82,12.175499856774563,77.0,87.0
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,RSTD","CHICKEN,CAPONS,MEAT&SKN,CKD,RSTD","TURKEY,YOUNG HEN,MEAT&SKN,CKD,RSTD",222.0,29.02,10.85,28.47822187560928,12.175499856774563,75.0,84.0
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,STWD","CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,STWD","CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT ONLY,CKD,STWD",201.0,26.14,9.97,28.47822187560928,12.175499856774563,63.0,74.0
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT & SKN,RAW","CHICKEN,ROASTING,MEAT&SKN,RAW","CHICKEN,STEWING,MEAT&SKN,RAW",237.0,16.69,18.34,28.47822187560928,12.175499856774563,73.0,81.0
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,FRIED,BATTER","CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,FRIED,BATTER","CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,FRIED,BATTER",298.0,21.85,18.64,9.38,12.175499856774563,295.0,89.0
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,FRIED,FLR","CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,FRIED,FLR","CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,FRIED,FLR",285.0,27.22,16.91,4.08,12.175499856774563,89.0,92.0
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,RSTD","TURKEY,YOUNG HEN,BACK,MEAT&SKN,CKD,RSTD","GROUND TURKEY,85% LN,15% FAT,PATTIES,BRLD",253.0,25.97,15.78,28.47822187560928,12.175499856774563,87.0,91.0
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,STWD","CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,STWD","CHICKEN,ROASTING,MEAT&SKN,CKD,RSTD",233.0,23.5,14.66,28.47822187560928,12.175499856774563,70.0,82.0
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,RAW","TURKEY,YOUNG TOM,LT MEAT,MEAT ONLY,RAW","TURKEY,ALL CLASSES,LT MEAT,RAW",114.0,23.2,1.65,28.47822187560928,12.175499856774563,68.0,58.0
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,CKD,FRIED","CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,CKD,FRIED","CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,FRIED,FLR",192.0,32.82,5.54,0.42,12.175499856774563,81.0,90.0
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,CKD,RSTD","EMU,FAN FILLET,CKD,BRLD",173.0,30.91,4.51,28.47822187560928,12.175499856774563,77.0,85.0
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,CKD,STWD","CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,CKD,STWD","TURKEY,YOUNG TOM,MEAT ONLY,CKD,RSTD",159.0,28.88,3.99,28.47822187560928,12.175499856774563,65.0,77.0
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT ONLY,RAW","DUCK,WILD,BREAST,MEAT ONLY,RAW","TURKEY,YOUNG TOM,DK MEAT,MEAT ONLY,RAW",125.0,20.08,4.31,28.47822187560928,12.175499856774563,85.0,80.0
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT ONLY,CKD,FRIED","CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,CKD,FRIED","CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,FRIED,FLR",239.0,28.99,11.62,2.59,12.175499856774563,97.0,96.0
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT ONLY,CKD,RSTD","Poultry food products, ground turkey, cooked","TURKEY,YOUNG TOM,LEG,MEAT&SKN,CKD,RSTD",205.0,27.37,9.73,28.47822187560928,12.175499856774563,93.0,93.0
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT ONLY,CKD,STWD","CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,CKD,STWD","CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,CKD,STWD",192.0,25.97,8.98,28.47822187560928,12.175499856774563,74.0,88.0
"CHICKEN,BROILERS OR FRYERS,FAT,RAW","MARGARINE,INDUS,NON-DAIRY,CTTNSD,SOY OIL (PART HYDR )","BUTTER,LT,STK,W/SALT",629.0,3.73,67.95,28.47822187560928,12.175499856774563,32.0,58.0
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,RAW","CHICKEN,BROILERS OR FRYERS,NECK,MEAT&SKN,RAW","CHICKEN,BROILERS OR FRYERS,SKN ONLY,RAW",319.0,14.05,28.74,28.47822187560928,12.175499856774563,64.0,79.0
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,CKD,FRIED,BATTER","CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,FRIED,BATTER","CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,FRIED,BATTER",331.0,21.97,21.91,10.25,12.175499856774563,317.0,88.0
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,CKD,FRIED,FLR","CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT&SKN,CKD,FRIED,FLR","CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,FRIED,FLR",331.0,27.79,20.74,6.5,12.175499856774563,90.0,89.0
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,CKD,RSTD","GOOSE,DOMESTICATED,MEAT&SKN,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,RSTD",300.0,25.95,20.97,28.47822187560928,12.175499856774563,87.0,88.0
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,CKD,STWD","CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,STWD","CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,STWD",258.0,22.18,18.14,28.47822187560928,12.175499856774563,64.0,78.0
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,RAW","TURKEY,YOUNG TOM,LEG,MEAT&SKN,RAW","TURKEY,ALL CLASSES,NECK,MEAT ONLY,RAW",137.0,19.56,5.92,28.47822187560928,12.175499856774563,82.0,81.0
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,CKD,FRIED","CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,FRIED,FLR","CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,FRIED,FLR",288.0,29.99,15.32,5.68,12.175499856774563,99.0,93.0
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,CKD,RSTD","GOOSE,DOMESTICATED,MEAT ONLY,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,RSTD",239.0,28.19,13.16,28.47822187560928,12.175499856774563,96.0,90.0
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,CKD,STWD","CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,STWD","CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,CKD,STWD",209.0,25.31,11.19,28.47822187560928,12.175499856774563,67.0,85.0
"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,RAW","TURKEY,YOUNG HEN,MEAT&SKN,RAW","TURKEY,YOUNG HEN,LT MEAT,MEAT&SKN,RAW",172.0,20.85,9.25,28.47822187560928,12.175499856774563,63.0,64.0
"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,FRIED,BATTER","CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,FRIED,BATTER","CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,FRIED,BATTER",260.0,24.84,13.2,8.99,12.175499856774563,275.0,85.0
"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,FRIED,FLR","CHICKEN,BROILERS OR FRYERS,MEAT ONLY,CKD,FRIED","CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKN,CKD,FRIED,FLR",222.0,31.84,8.87,1.64,12.175499856774563,76.0,89.0
"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,CKD,FRIED",197.0,29.8,7.78,28.47822187560928,12.175499856774563,71.0,84.0
"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,STWD","CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,CKD,STWD","CHICKEN,BROILERS OR FRYERS,MEAT ONLY,STWD",184.0,27.39,7.42,28.47822187560928,12.175499856774563,62.0,75.0
"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,RAW","CHICKEN,BROILERS OR FRYERS,MEAT ONLY,RAW","TURKEY,YOUNG TOM,MEAT ONLY,RAW",114.0,21.23,2.59,28.47822187560928,12.175499856774563,116.0,64.0
"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,CKD,FRIED","CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,CKD,FRIED","CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKN,CKD,FRIED,FLR",187.0,33.44,4.71,0.51,12.175499856774563,79.0,91.0
"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,CKD,RSTD","EMU,FAN FILLET,CKD,BRLD",165.0,31.02,3.57,28.47822187560928,12.175499856774563,74.0,85.0
"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,CKD,STWD","CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,CKD,STWD","OSTRICH,INSIDE LEG,CKD",151.0,28.98,3.03,28.47822187560928,12.175499856774563,63.0,77.0
"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,RAW","CHICKEN,GROUND,RAW","DUCK,DOMESTICATED,MEAT ONLY,RAW",159.0,17.59,9.29,0.11,12.175499856774563,104.0,92.0
"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,FRIED,BATTER","CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,FRIED,BATTER","CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,FRIED,BATTER",268.0,21.95,15.75,8.28,12.175499856774563,269.0,86.0
"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,FRIED,FLR","CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,FRIED,FLR","TURKEY,ALL CLASSES,BACK,MEAT&SKN,CKD,RSTD",245.0,26.96,13.72,1.63,12.175499856774563,89.0,90.0
"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,DK MEAT,DRUMSTK,MT & SKN,CKD,BRSD","CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,RSTD",186.0,22.58,9.96,28.47822187560928,12.175499856774563,114.0,130.0
"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,STWD","CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,CKD,STWD","CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,CKD,STWD",204.0,25.32,10.64,28.47822187560928,12.175499856774563,76.0,83.0
"CHICKEN,BROILERS OR FRYERS,DK MEAT,DRUMSTK,MEAT ONLY,RAW","CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,RAW","CHICKEN,BROILERS OR FRYERS,DK MEAT,THIGH,MEAT ONLY,RAW",115.0,18.84,3.82,28.47822187560928,12.175499856774563,112.0,90.0
"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT ONLY,CKD,FRIED","CHICKEN,BROILERS OR FRYERS,MEAT ONLY,RSTD","TURKEY,YOUNG TOM,DK MEAT,MEAT ONLY,CKD,RSTD",195.0,28.62,8.08,28.47822187560928,12.175499856774563,96.0,94.0
"CHICKEN,BROILERS OR FRYERS,DK MEAT,DRUMSTK,MEAT ONLY,CKD,RST","CHICKEN,BROILERS OR FRYERS,DK MEAT,DRUMSTK,MEAT OLY,CKD,BRSD","CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,CKD,RSTD",149.0,23.36,5.49,28.47822187560928,12.175499856774563,118.0,130.0
"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT ONLY,CKD,STWD","CHICKEN,BROILERS OR FRYERS,MEAT ONLY,STWD","TURKEY,FRYER-ROASTERS,BACK,MEAT ONLY,CKD,RSTD",169.0,27.5,5.71,28.47822187560928,12.175499856774563,80.0,88.0
"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,RAW","CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,RAW","CHICKEN,ROASTING,MEAT&SKN&GIBLETS&NECK,RAW",214.0,16.37,15.95,0.17,12.175499856774563,84.0,93.0
"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,FRIED,BATTER","CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,FRIED,BATTER","CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,FRIED,BATTER",273.0,21.77,16.17,8.72,12.175499856774563,279.0,90.0
"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,FRIED,FLR","CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,FRIED,FLR","CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,FRIED,FLR",254.0,26.84,14.43,2.5,12.175499856774563,88.0,94.0
"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,CKD,RSTD",184.0,24.03,8.99,28.47822187560928,12.175499856774563,98.0,127.0
"CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,STWD","CHICKEN,ROASTING,MEAT&SKN,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,STWD",220.0,24.17,12.92,28.47822187560928,12.175499856774563,73.0,84.0
"CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,RAW","CHICKEN,BROILERS OR FRYERS,DK MEAT,THIGH,MEAT ONLY,RAW","CHICKEN,BROILERS OR FRYERS,DK MEAT,DRUMSTK,MEAT ONLY,RAW",120.0,19.16,4.22,28.47822187560928,12.175499856774563,96.0,91.0
"CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,CKD,FRIED","TURKEY,ALL CLASSES,MEAT&SKN&GIBLETS&NECK,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,CKD,FRIED",208.0,28.38,9.32,0.65,12.175499856774563,96.0,99.0
"CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,RSTD",174.0,24.22,7.8,28.47822187560928,12.175499856774563,99.0,128.0
"CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,CKD,STWD","CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT ONLY,CKD,STWD","OSTRICH,GROUND,CKD,PAN-BROILED",185.0,26.26,8.06,28.47822187560928,12.175499856774563,78.0,89.0
"CHICKEN,BROILERS OR FRYERS,NECK,MEAT&SKN,RAW","CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,RAW","CHICKEN,BROILERS OR FRYERS,SKN ONLY,RAW",297.0,14.07,26.24,28.47822187560928,12.175499856774563,64.0,99.0
"CHICKEN,BROILERS OR FRYERS,NECK,MEAT&SKN,CKD,FRIED,BATTER","CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,FRIED,BATTER","CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKN,CKD,FRIED,BATTER",330.0,19.82,23.52,8.7,12.175499856774563,276.0,91.0
"CHICKEN,BROILERS OR FRYERS,NECK,MEAT&SKN,CKD,FRIED,FLR","CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,CKD,FRIED,FLR","CHEESE,TILSIT",332.0,24.01,23.61,4.24,12.175499856774563,82.0,94.0
"CHICKEN,BROILERS OR FRYERS,NECK,MEAT&SKN,CKD SIMMRD","CHICKEN,CAPONS,MEAT&SKN,RAW","CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKN,RAW",247.0,19.61,18.1,28.47822187560928,12.175499856774563,52.0,70.0
"CHICKEN,BROILERS OR FRYERS,NECK,MEAT ONLY,RAW","SQUAB,(PIGEON),MEAT ONLY,RAW","GROUND TURKEY,93% LN,7% FAT,RAW",154.0,17.55,8.78,28.47822187560928,12.175499856774563,81.0,83.0
"CHICKEN,BROILERS OR FRYERS,NECK,MEAT ONLY,CKD,FRIED","CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,RSTD","CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,FRIED,FLR",229.0,26.87,11.88,1.77,12.175499856774563,99.0,105.0
"CHICKEN,BROILERS OR FRYERS,NECK,MEAT ONLY,CKD,SIMMRD","CHICKEN,ROASTING,MEAT ONLY,CKD,RSTD","CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,CKD,STWD",179.0,24.56,8.18,28.47822187560928,12.175499856774563,64.0,79.0
"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,RAW","CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,RAW","CHICKEN,ROASTING,MEAT&SKN&GIBLETS&NECK,RAW",219.0,16.24,16.61,0.25,12.175499856774563,77.0,98.0
"CHICKEN,BROILERS OR FRYERS,THIGH,MEAT&SKN,CKD,FRIED,BATTER","CHICKEN,BROILERS OR FRYERS,LEG,MEAT&SKN,CKD,FRIED,BATTER","CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT&SKN,CKD,FRIED,BATTER",277.0,21.61,16.53,9.08,12.175499856774563,288.0,93.0
